正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.86,0,5
2,0,2,0.76,0,4
3,0,3,0.72,0,3
4,0,4,0.66,0,7
5,0,5,0.92,0,1
6,0,6,0.78,0,9
7,1,8,1.68,1,11
8,1,9,0.94,0,10
9,1,10,1.04,0,6
10,2,12,1.26,1,8
11,3,14,1.52,1,0
12,3,15,0.94,0,2
