正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,8
2,0,2,1.46,0,10
3,0,3,1.00,0,11
4,0,4,0.92,0,6
5,0,5,1.42,0,2
6,0,6,0.96,0,7
7,0,7,1.06,0,4
8,0,8,0.94,0,5
9,0,9,1.62,0,1
10,0,10,1.00,0,3
11,0,11,1.16,0,0
12,0,12,1.40,0,9
