正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.18,0,3
2,0,2,1.20,0,10
3,0,3,0.88,0,5
4,0,4,1.40,0,2
5,0,5,0.84,0,4
6,0,6,0.90,0,8
7,0,7,1.02,0,0
8,0,8,1.02,0,1
9,0,9,0.88,0,9
10,0,10,1.08,0,6
11,0,11,1.02,0,11
12,0,12,0.94,0,7
