正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.18,0,10
2,0,2,1.10,0,1
3,0,3,0.94,0,3
4,0,4,1.14,0,0
5,0,5,0.76,0,4
6,0,6,0.90,0,7
7,0,7,0.70,0,5
8,0,8,0.82,0,6
9,0,9,0.96,0,8
10,0,10,0.94,0,2
11,0,11,1.10,0,9
12,0,12,1.68,0,11
