正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.28,0,9
2,0,2,0.94,0,4
3,0,3,0.98,0,10
4,0,4,1.26,0,5
5,0,5,1.06,0,7
6,0,6,1.14,0,1
7,0,7,1.16,0,2
8,0,8,1.06,0,11
9,0,9,0.80,0,6
10,0,10,1.08,0,3
11,0,11,0.90,0,8
12,0,12,1.28,0,0
