正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,9
2,0,2,1.32,0,1
3,0,3,0.94,0,8
4,0,4,1.12,0,11
5,0,5,1.36,0,0
6,0,6,1.38,0,2
7,0,7,1.26,0,10
8,0,8,0.96,0,3
9,0,9,1.46,0,6
10,0,10,1.10,0,7
11,0,11,1.08,0,4
12,0,12,1.22,0,5
