正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.22,0,11
2,1,3,1.44,1,7
3,1,4,1.14,0,3
4,1,5,1.30,0,1
5,1,6,0.94,0,6
6,1,7,1.04,0,10
7,1,8,1.10,0,9
8,1,9,1.32,0,8
9,1,10,1.06,0,2
10,2,12,2.04,1,0
11,2,13,0.88,0,4
12,2,14,0.76,0,5
