正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.28,0,4
2,0,2,1.72,0,2
3,0,3,0.94,0,6
4,0,4,1.26,0,3
5,0,5,1.72,0,10
6,0,6,1.16,0,9
7,0,7,1.68,0,11
8,0,8,1.18,0,5
9,0,9,1.66,0,0
10,0,10,0.88,0,7
11,0,11,1.48,0,1
12,0,12,1.16,0,8
