正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.74,0,6
2,0,2,1.12,0,0
3,1,4,2.02,1,5
4,1,5,1.24,0,7
5,1,6,1.10,0,2
6,2,8,2.36,1,11
7,2,9,1.54,0,3
8,2,10,1.16,0,9
9,2,11,1.30,0,10
10,2,12,1.20,0,4
11,2,13,1.24,0,1
12,2,14,0.80,0,8
