正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,9
2,0,2,1.86,0,2
3,0,3,1.12,0,11
4,0,4,1.24,0,0
5,0,5,1.22,0,4
6,0,6,1.08,0,6
7,0,7,1.00,0,7
8,0,8,1.16,0,1
9,0,9,0.96,0,3
10,0,10,1.06,0,8
11,0,11,0.96,0,10
12,0,12,0.86,0,5
