正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.08,0,5
2,1,3,2.16,1,0
3,1,4,0.76,0,7
4,1,5,0.88,0,6
5,1,6,1.38,0,9
6,1,7,1.30,0,8
7,1,8,1.38,0,1
8,1,9,1.16,0,10
9,1,10,1.08,0,11
10,1,11,1.48,0,3
11,1,12,1.34,0,4
12,1,13,2.50,0,2
