正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.84,0,11
2,0,2,0.80,0,0
3,0,3,0.86,0,7
4,0,4,0.84,0,8
5,0,5,0.70,0,6
6,1,7,1.78,1,9
7,1,8,1.00,0,3
8,1,9,0.80,0,5
9,1,10,0.66,0,4
10,1,11,0.74,0,2
11,1,12,0.90,0,10
12,1,13,0.72,0,1
