正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.56,0,1
2,0,2,1.08,0,8
3,0,3,1.38,0,3
4,0,4,0.96,0,4
5,0,5,1.00,0,5
6,0,6,1.38,0,11
7,1,8,2.80,1,0
8,1,9,1.12,0,2
9,1,10,1.34,0,7
10,1,11,1.20,0,10
11,1,12,1.18,0,9
12,1,13,1.02,0,6
