正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.84,0,11
2,0,2,1.08,0,8
3,0,3,1.42,0,10
4,0,4,1.10,0,3
5,1,6,1.92,1,0
6,1,7,1.02,0,6
7,1,8,1.18,0,2
8,1,9,0.92,0,7
9,1,10,1.16,0,9
10,1,11,0.94,0,4
11,1,12,1.52,0,1
12,1,13,1.28,0,5
