正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.98,0,5
2,0,2,0.90,0,6
3,0,3,1.14,0,7
4,0,4,1.32,0,0
5,0,5,1.08,0,2
6,0,6,1.12,0,9
7,0,7,1.26,0,1
8,0,8,0.88,0,4
9,0,9,0.96,0,3
10,0,10,1.70,0,10
11,0,11,1.02,0,8
12,0,12,1.12,0,11
