正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.82,0,6
2,0,2,1.10,0,2
3,0,3,1.04,0,4
4,0,4,0.68,0,5
5,0,5,0.96,0,3
6,0,6,0.98,0,1
7,0,7,1.08,0,9
8,0,8,1.38,0,11
9,0,9,0.88,0,7
10,0,10,1.28,0,0
11,0,11,0.98,0,8
12,0,12,1.14,0,10
