正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.04,0,9
2,0,2,1.44,0,11
3,0,3,0.82,0,6
4,0,4,1.40,0,3
5,0,5,1.50,0,0
6,0,6,1.64,0,5
7,0,7,1.00,0,8
8,0,8,1.38,0,2
9,0,9,0.96,0,7
10,0,10,1.04,0,4
11,0,11,1.44,0,1
12,0,12,1.48,0,10
