正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.84,0,2
2,0,2,0.76,0,4
3,0,3,0.80,0,5
4,0,4,0.92,0,1
5,0,5,0.80,0,6
6,0,6,0.74,0,3
7,0,7,0.94,0,0
8,0,8,0.82,0,7
