正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,7
2,0,2,0.94,0,6
3,0,3,0.86,0,3
4,0,4,0.98,0,5
5,0,5,1.00,0,0
6,0,6,0.98,0,1
7,0,7,1.06,0,2
8,0,8,0.82,0,4
