正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,7
2,0,2,0.92,0,6
3,0,3,0.98,0,2
4,0,4,0.96,0,4
5,0,5,0.78,0,3
6,0,6,1.10,0,0
7,0,7,1.24,0,1
8,0,8,0.80,0,5
