正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,7
2,0,2,0.88,0,2
3,0,3,0.96,0,0
4,0,4,0.78,0,3
5,0,5,1.00,0,5
6,0,6,1.04,0,6
7,0,7,0.74,0,4
8,0,8,0.96,0,1
