正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.86,0,2
2,0,2,0.70,0,3
3,0,3,1.00,0,0
4,1,5,2.26,1,7
5,1,6,0.96,0,5
6,1,7,1.02,0,6
7,1,8,0.66,0,4
8,1,9,1.18,0,1
