正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,1,2,1.64,1,7
2,1,3,0.90,0,2
3,1,4,0.90,0,3
4,1,5,0.94,0,1
5,1,6,0.98,0,4
6,1,7,0.88,0,6
7,1,8,0.88,0,5
8,1,9,0.96,0,0
