正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.32,0,7
2,0,2,0.84,0,3
3,0,3,0.70,0,4
4,0,4,1.16,0,1
5,0,5,0.88,0,5
6,0,6,0.88,0,2
7,0,7,0.96,0,6
8,0,8,0.96,0,0
