正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.86,0,4
2,0,2,1.14,0,7
3,0,3,0.90,0,5
4,0,4,1.10,0,2
5,0,5,0.90,0,3
6,0,6,1.24,0,6
7,0,7,1.16,0,1
8,0,8,1.20,0,0
