正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.84,0,0
2,0,2,0.80,0,7
3,0,3,0.78,0,1
4,0,4,0.72,0,2
5,0,5,0.74,0,6
6,0,6,0.90,0,4
7,0,7,0.62,0,3
8,0,8,0.70,0,5
