正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.90,0,2
2,0,2,0.80,0,5
3,0,3,0.70,0,4
4,0,4,1.22,0,0
5,2,7,3.06,2,7
6,2,8,0.96,0,3
7,2,9,1.08,0,1
8,2,10,0.78,0,6
