正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.94,0,2
2,0,2,0.80,0,3
3,0,3,0.90,0,1
4,0,4,0.82,0,7
5,0,5,0.78,0,4
6,0,6,0.78,0,0
7,0,7,0.96,0,5
8,0,8,0.82,0,6
