正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.88,0,3
2,0,2,0.66,0,4
3,0,3,0.88,0,1
4,0,4,0.84,0,5
5,0,5,0.80,0,0
6,0,6,1.00,0,7
7,0,7,1.22,0,6
8,0,8,0.78,0,2
