正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.36,0,3
2,0,2,1.62,0,5
3,0,3,1.42,0,2
4,0,4,1.50,0,6
5,0,5,1.48,0,4
6,0,6,1.72,0,1
7,0,7,1.56,0,7
8,0,8,1.38,0,0
