正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.70,0,6
2,0,2,1.20,0,7
3,0,3,1.56,0,3
4,1,5,3.56,1,8
5,1,6,1.08,0,4
6,1,7,0.78,0,5
7,1,8,2.82,0,9
8,1,9,2.94,0,2
9,1,10,1.24,0,1
10,1,11,1.56,0,0
