正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.30,0,7
2,0,2,1.14,0,4
3,0,3,1.62,0,1
4,0,4,1.34,0,0
5,0,5,1.22,0,8
6,0,6,0.76,0,5
7,0,7,1.20,0,2
8,0,8,1.04,0,6
9,0,9,1.24,0,9
10,0,10,1.18,0,3
