正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.04,0,4
2,0,2,1.00,0,6
3,0,3,1.04,0,8
4,0,4,1.20,0,1
5,0,5,1.02,0,2
6,0,6,1.30,0,9
7,0,7,1.06,0,3
8,0,8,1.24,0,0
9,0,9,1.08,0,7
10,0,10,0.98,0,5
