正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,3
2,1,3,1.42,1,7
3,1,4,1.28,0,1
4,2,6,2.36,1,8
5,2,7,0.90,0,9
6,2,8,0.94,0,6
7,2,9,0.80,0,2
8,2,10,0.90,0,4
9,2,11,0.80,0,5
10,2,12,0.94,0,0
