正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.82,0,7
2,0,2,1.12,0,1
3,0,3,0.88,0,3
4,0,4,0.96,0,4
5,0,5,0.70,0,6
6,0,6,0.92,0,5
7,0,7,0.92,0,9
8,0,8,1.00,0,8
9,0,9,1.38,0,2
10,0,10,1.38,0,0
