正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.90,0,8
2,0,2,0.86,0,2
3,0,3,0.70,0,6
4,0,4,0.90,0,3
5,0,5,0.90,0,0
6,0,6,0.80,0,4
7,0,7,0.98,0,1
8,0,8,0.74,0,5
9,0,9,1.10,0,7
10,0,10,0.92,0,9
