正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.02,0,4
2,0,2,1.04,0,7
3,0,3,1.40,0,1
4,0,4,0.86,0,6
5,0,5,0.92,0,5
6,0,6,1.02,0,2
7,0,7,0.96,0,3
8,0,8,0.98,0,9
9,0,9,1.08,0,0
10,0,10,0.92,0,8
