正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.60,0,8
2,0,2,1.04,0,1
3,0,3,1.22,0,9
4,0,4,0.88,0,6
5,0,5,0.98,0,7
6,0,6,0.84,0,4
7,0,7,0.82,0,5
8,0,8,1.16,0,2
9,0,9,1.00,0,3
10,0,10,1.16,0,0
