正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,0
2,0,2,0.86,0,4
3,0,3,0.90,0,3
4,0,4,1.22,0,7
5,0,5,1.36,0,1
6,0,6,1.28,0,8
7,0,7,1.22,0,2
8,0,8,1.56,0,9
9,0,9,0.72,0,5
10,0,10,1.16,0,6
