正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.28,0,7
2,0,2,0.90,0,3
3,0,3,1.08,0,0
4,0,4,2.00,0,1
5,0,5,1.28,0,5
6,0,6,1.36,0,8
7,0,7,1.10,0,9
8,0,8,1.02,0,4
9,0,9,1.46,0,2
10,0,10,1.06,0,6
