正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.80,0,5
2,0,2,1.12,0,3
3,0,3,1.24,0,7
4,0,4,1.12,0,8
5,0,5,1.00,0,9
6,0,6,1.24,0,2
7,0,7,0.78,0,4
8,0,8,1.46,0,1
9,0,9,0.88,0,6
10,0,10,1.26,0,0
