正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.70,0,6
2,0,2,1.02,0,1
3,1,4,1.68,1,8
4,1,5,0.88,0,5
5,1,6,0.86,0,9
6,1,7,0.98,0,3
7,1,8,0.92,0,7
8,1,9,0.82,0,4
9,1,10,0.92,0,0
10,1,11,0.98,0,2
