正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.92,0,7
2,0,2,0.96,0,8
3,0,3,1.12,0,9
4,0,4,1.28,0,3
5,0,5,1.04,0,1
6,0,6,1.04,0,6
7,0,7,0.86,0,5
8,0,8,0.88,0,4
9,0,9,0.96,0,0
10,0,10,1.02,0,2
