正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.04,0,1
2,0,2,0.96,0,3
3,0,3,0.96,0,2
4,0,4,0.74,0,5
5,0,5,0.98,0,0
6,0,6,1.02,0,7
7,0,7,0.86,0,6
8,0,8,0.98,0,4
9,0,9,1.44,0,9
10,0,10,0.88,0,8
