正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.00,0,3
2,0,2,1.12,0,2
3,0,3,1.08,0,5
4,0,4,1.02,0,8
5,0,5,1.24,0,9
6,0,6,0.96,0,6
7,0,7,1.24,0,1
8,0,8,1.08,0,0
9,0,9,0.90,0,7
10,0,10,1.02,0,4
