正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.08,0,2
2,0,2,1.36,0,8
3,0,3,1.02,0,7
4,0,4,1.14,0,3
5,0,5,1.10,0,9
6,0,6,0.92,0,4
7,0,7,1.16,0,0
8,0,8,0.82,0,6
9,0,9,0.94,0,5
10,0,10,1.24,0,1
