正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.14,0,0
2,0,2,0.76,0,3
3,0,3,0.60,0,4
4,0,4,1.08,0,2
5,0,5,0.80,0,6
6,0,6,0.94,0,8
7,0,7,1.78,0,9
8,0,8,1.02,0,7
9,0,9,0.70,0,5
10,0,10,1.08,0,1
