正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.02,0,7
2,0,2,0.80,0,2
3,0,3,0.90,0,0
4,0,4,1.10,0,8
5,0,5,0.88,0,9
6,0,6,1.04,0,3
7,0,7,1.10,0,6
8,0,8,0.82,0,1
9,0,9,0.82,0,5
10,0,10,0.84,0,4
