正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.10,0,8
2,0,2,1.12,0,7
3,0,3,1.06,0,9
4,0,4,1.40,0,0
5,0,5,0.96,0,4
6,0,6,1.12,0,3
7,0,7,1.38,0,1
8,0,8,1.06,0,6
9,0,9,1.44,0,2
10,0,10,0.84,0,5
