正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.16,0,2
2,0,2,0.90,0,6
3,0,3,1.26,0,8
4,0,4,1.02,0,5
5,0,5,1.18,0,9
6,0,6,1.50,0,0
7,0,7,0.86,0,7
8,0,8,0.82,0,3
9,0,9,0.96,0,1
10,0,10,0.88,0,4
