正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,7
2,2,4,3.52,2,15
3,2,5,0.92,0,14
4,2,6,0.94,0,13
5,2,7,1.18,0,3
6,2,8,1.04,0,8
7,2,9,1.04,0,9
8,3,11,2.04,1,1
9,3,12,0.94,0,4
10,3,13,0.90,0,10
11,3,14,1.12,0,0
12,3,15,0.84,0,11
13,3,16,1.18,0,12
14,3,17,1.20,0,2
15,4,19,2.06,1,5
16,4,20,0.98,0,6
