正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.06,0,14
2,0,2,1.00,0,4
3,0,3,1.08,0,2
4,0,4,1.12,0,13
5,1,6,2.40,1,15
6,1,7,1.18,0,7
7,1,8,0.94,0,9
8,1,9,1.44,0,11
9,1,10,1.26,0,5
10,1,11,1.14,0,6
11,1,12,1.22,0,3
12,2,14,2.36,1,1
13,2,15,1.14,0,12
14,2,16,0.80,0,8
15,2,17,1.00,0,10
16,2,18,1.40,0,0
