正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.98,0,13
2,0,2,1.08,0,2
3,0,3,1.06,0,3
4,0,4,1.28,0,15
5,1,6,1.68,1,12
6,1,7,0.90,0,8
7,1,8,1.34,0,1
8,1,9,1.24,0,14
9,1,10,1.52,0,7
10,1,11,0.84,0,10
11,3,14,2.58,2,0
12,3,15,1.34,0,11
13,3,16,0.90,0,6
14,3,17,1.20,0,9
15,3,18,1.00,0,4
16,3,19,0.80,0,5
