正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.36,0,11
2,0,2,1.80,0,13
3,0,3,1.44,0,5
4,0,4,1.76,0,1
5,0,5,1.24,0,4
6,0,6,2.10,0,14
7,0,7,1.42,0,8
8,0,8,1.60,0,12
9,0,9,1.02,0,6
10,0,10,1.94,0,3
11,0,11,1.76,0,2
12,0,12,1.04,0,9
13,0,13,1.84,0,15
14,0,14,1.42,0,0
15,0,15,1.62,0,10
16,0,16,1.48,0,7
