正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.98,0,8
2,0,2,1.06,0,7
3,0,3,1.66,0,1
4,0,4,1.00,0,4
5,0,5,1.02,0,13
6,0,6,1.12,0,2
7,0,7,1.14,0,0
8,0,8,1.00,0,5
9,0,9,1.14,0,3
10,1,11,2.76,1,14
11,1,12,1.08,0,12
12,1,13,1.08,0,15
13,1,14,0.96,0,9
14,1,15,1.06,0,11
15,1,16,1.16,0,6
16,1,17,1.12,0,10
