正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,1,2,2.48,1,0
2,1,3,1.70,0,2
3,1,4,1.40,0,12
4,1,5,1.02,0,10
5,1,6,1.24,0,1
6,1,7,0.98,0,8
7,2,9,2.06,1,13
8,2,10,1.18,0,15
9,2,11,1.00,0,9
10,2,12,1.22,0,14
11,2,13,1.02,0,7
12,2,14,1.16,0,3
13,2,15,1.08,0,6
14,2,16,1.68,0,11
15,2,17,1.46,0,4
16,2,18,0.98,0,5
