正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,0.96,0,9
2,0,2,0.94,0,8
3,0,3,0.92,0,6
4,0,4,1.30,0,5
5,0,5,1.10,0,2
6,1,7,2.98,1,13
7,1,8,1.20,0,3
8,1,9,0.74,0,7
9,1,10,1.28,0,0
10,1,11,1.68,0,15
11,1,12,1.00,0,4
12,1,13,2.04,0,14
13,2,15,1.70,1,10
14,2,16,1.64,0,1
15,2,17,1.10,0,12
16,2,18,0.98,0,11
