正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.10,0,12
2,1,3,2.46,1,2
3,1,4,1.52,0,13
4,1,5,1.44,0,9
5,1,6,1.68,0,7
6,1,7,2.04,0,0
7,1,8,1.50,0,4
8,1,9,1.62,0,14
9,1,10,1.40,0,11
10,2,12,2.40,1,5
11,2,13,1.94,0,1
12,2,14,1.58,0,3
13,2,15,2.02,0,15
14,2,16,1.04,0,10
15,2,17,1.26,0,8
16,2,18,1.06,0,6
