正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.86,0,15
2,0,2,1.88,0,1
3,0,3,1.00,0,7
4,0,4,1.46,0,13
5,1,6,1.80,1,14
6,1,7,1.56,0,10
7,1,8,1.30,0,2
8,1,9,1.14,0,11
9,1,10,1.34,0,3
10,1,11,1.24,0,0
11,1,12,1.32,0,12
12,1,13,0.82,0,8
13,1,14,0.96,0,6
14,1,15,1.44,0,9
15,2,17,2.70,1,4
16,2,18,0.98,0,5
