正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,1,2,1.16,1,11
2,1,3,1.16,0,14
3,1,4,1.10,0,13
4,1,5,1.26,0,1
5,1,6,0.56,0,8
6,2,8,1.22,1,10
7,2,9,0.66,0,9
8,2,10,0.70,0,6
9,2,11,0.90,0,4
10,2,12,0.94,0,12
11,2,13,0.96,0,15
12,2,14,1.26,0,3
13,2,15,0.88,0,7
14,2,16,0.96,0,5
15,2,17,1.14,0,2
16,2,18,1.16,0,0
