正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.88,0,0
2,1,3,2.12,1,12
3,1,4,1.64,0,5
4,1,5,1.78,0,13
5,1,6,2.46,0,15
6,1,7,1.16,0,11
7,2,9,2.78,1,2
8,2,10,1.50,0,6
9,2,11,1.20,0,4
10,2,12,1.06,0,8
11,2,13,1.24,0,3
12,2,14,1.94,0,1
13,2,15,1.06,0,10
14,2,16,1.80,0,14
15,2,17,0.92,0,9
16,2,18,1.12,0,7
