正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.60,0,14
2,0,2,1.66,0,0
3,0,3,1.18,0,5
4,0,4,0.80,0,9
5,0,5,0.98,0,11
6,0,6,0.70,0,10
7,0,7,1.14,0,12
8,0,8,0.96,0,7
9,0,9,1.26,0,2
10,0,10,0.98,0,13
11,0,11,0.92,0,8
12,0,12,1.12,0,15
13,0,13,1.12,0,4
14,0,14,1.02,0,3
15,0,15,1.52,0,1
16,0,16,1.50,0,6
