正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.34,0,3
2,0,2,1.06,0,11
3,0,3,0.92,0,12
4,0,4,1.36,0,10
5,0,5,1.36,0,1
6,0,6,1.14,0,4
7,0,7,1.28,0,14
8,0,8,1.12,0,8
9,0,9,1.04,0,7
10,0,10,1.38,0,2
11,1,12,2.46,1,0
12,1,13,1.06,0,15
13,1,14,1.26,0,6
14,1,15,1.20,0,13
15,1,16,1.34,0,5
16,1,17,0.88,0,9
