正解数,全エラー回数,選択回数,選択時間,エラー回数,正解番号
1,0,1,1.58,0,14
2,0,2,0.96,0,15
3,0,3,1.08,0,2
4,0,4,1.20,0,6
5,0,5,1.02,0,8
6,0,6,1.12,0,9
7,0,7,1.02,0,4
8,0,8,0.96,0,11
9,0,9,0.92,0,12
10,0,10,1.16,0,1
11,0,11,1.06,0,7
12,0,12,1.04,0,3
13,0,13,0.98,0,0
14,0,14,1.12,0,10
15,0,15,1.20,0,13
16,0,16,1.02,0,5
